,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem,added_util
323,VGG,CIFAR-10,1,64,1,0.88,DCGAN,LSUN,1,128,1,0.871,74.867,43.027,6296,94.003
925,MobileNetV2,CIFAR-10,1,128,1,0.939,EfficientNet,CIFAR-10,1,128,1,0.912,83.438,35.808,6182,94.013
528,MobileNetV3,ImageNet,1,32,1,0.993,DCGAN,LSUN,1,128,1,0.867,57.947,25.276,5078,94.072
1232,MobileNetV3,ImageNet,1,32,0,0.933,MobileNetV3,ImageNet,1,32,0,0.809,73.421,39,5410,94.076
1198,MobileNetV3,ImageNet,1,128,1,0.965,PointNet,ShapeNet,1,32,0,1.001,27.765,16.103,7206,94.229
299,EfficientNet,CIFAR-10,1,128,1,0.87,DCGAN,LSUN,1,128,1,0.838,75.689,32.041,5070,94.482
1121,EfficientNet,CIFAR-10,1,32,1,0.976,LSTM,Wikitext2,1,64,1,1.008,85.155,61.517,5946,94.761
435,ResNet18,CIFAR-10,1,64,0,0.948,PPO,LunarLander,1,64,0,1,80.371,49.229,4708,94.83
761,ResNet18,CIFAR-10,1,32,0,1.053,MobileNetV2,CIFAR-10,1,32,0,0.896,79.132,44.132,4912,94.8775
824,ResNet18,CIFAR-10,1,128,1,0.875,EfficientNet,CIFAR-10,1,32,1,0.97,76.12,38.853,6234,94.908
270,EfficientNet,CIFAR-10,1,32,1,0.86,DCGAN,LSUN,1,64,0,1.016,87.333,33.84,4742,95.033
772,ResNet18,CIFAR-10,1,32,1,0.848,MobileNetV2,CIFAR-10,1,128,1,0.864,76.861,41.875,5348,95.1175
317,VGG,CIFAR-10,1,64,0,0.882,DCGAN,LSUN,1,64,1,0.933,78.714,46.182,6332,95.2195
833,ResNet18,CIFAR-10,1,32,0,0.95,VGG,CIFAR-10,1,32,0,0.953,81.947,45.026,5768,95.237
874,MobileNetV2,CIFAR-10,1,32,1,0.926,MobileNetV2,CIFAR-10,1,64,0,0.881,77.921,40.566,5386,95.2525
433,ResNet18,CIFAR-10,1,64,0,0.97,PPO,LunarLander,1,32,0,1,68.519,40.974,4708,95.4015
112,MobileNetV3,ImageNet,1,32,0,1.113,VGG,CIFAR-10,1,64,0,0.88,57.066,34.882,6300,95.4115
1304,ResNet18,CIFAR-10,1,64,0,0.969,TD3,BipedalWalker,1,32,0,1,62.328,35.642,4716,95.4155
775,ResNet18,CIFAR-10,1,64,1,0.832,MobileNetV2,CIFAR-10,1,32,0,0.967,75.44,40.707,6172,95.446
203,ResNet18,CIFAR-10,1,32,1,0.81,DCGAN,LSUN,1,128,1,0.881,71.276,39.408,5736,95.5865
228,MobileNetV2,CIFAR-10,1,32,0,0.946,DCGAN,LSUN,1,32,0,0.949,79.566,38.053,5010,95.636
1202,MobileNetV3,ImageNet,1,128,1,1.006,PointNet,ShapeNet,1,64,0,0.99,17.203,11.219,9584,95.6385
847,ResNet18,CIFAR-10,1,64,1,0.757,VGG,CIFAR-10,1,32,0,1.011,77.773,45.68,7050,95.8055
300,VGG,CIFAR-10,1,32,0,0.907,DCGAN,LSUN,1,32,0,0.853,79.263,40,5866,95.9955
766,ResNet18,CIFAR-10,1,32,0,1.031,MobileNetV2,CIFAR-10,1,64,1,0.891,78.662,42.162,4952,96.2605
1206,MobileNetV3,ImageNet,1,128,1,0.999,PointNet,ShapeNet,1,128,0,0.935,11.855,9.964,10499,96.3115
1308,ResNet18,CIFAR-10,1,64,0,1.031,TD3,BipedalWalker,1,128,0,1,85.88,52.7,5604,96.5775
842,ResNet18,CIFAR-10,1,32,0,1.004,VGG,CIFAR-10,1,128,1,1.024,81.267,53.093,5078,96.613
1030,VGG,CIFAR-10,1,64,0,0.861,VGG,CIFAR-10,1,64,0,0.873,87.027,59.253,7190,96.747
1124,EfficientNet,CIFAR-10,1,32,1,0.795,LSTM,Wikitext2,1,128,0,0.94,83.222,60.667,7812,96.7605
1015,EfficientNet,CIFAR-10,1,128,0,0.895,VGG,CIFAR-10,1,128,0,1.006,85.851,46.514,7182,96.7855
94,MobileNetV3,ImageNet,1,64,1,0.991,EfficientNet,CIFAR-10,1,128,0,0.914,52.324,18.878,5308,96.7885
780,ResNet18,CIFAR-10,1,64,1,0.795,MobileNetV2,CIFAR-10,1,64,1,0.906,77.203,40.851,6210,96.829
1306,ResNet18,CIFAR-10,1,64,0,1.021,TD3,BipedalWalker,1,64,0,1,86.296,52.796,4716,96.9785
242,MobileNetV2,CIFAR-10,1,64,1,0.842,DCGAN,LSUN,1,32,0,0.912,77.055,34.863,5042,97.019
856,ResNet18,CIFAR-10,1,64,1,0.813,VGG,CIFAR-10,1,128,1,1.089,79.078,48.39,7448,97.1815
424,MobileNetV3,ImageNet,1,128,1,1.091,PPO,LunarLander,1,64,0,1,19.373,3.463,5366,97.264
326,VGG,CIFAR-10,1,128,1,0.982,DCGAN,LSUN,1,32,0,0.905,81.853,41.2,6264,97.3715
382,DCGAN,LSUN,1,32,1,0.814,LSTM,Wikitext2,1,128,1,0.939,77.509,60.17,8072,97.401
1131,EfficientNet,CIFAR-10,1,64,0,0.866,LSTM,Wikitext2,1,128,1,0.936,82.115,58,8108,97.6605
437,ResNet18,CIFAR-10,1,64,0,0.932,PPO,LunarLander,1,128,0,1,72.09,43.833,6190,97.7235
953,MobileNetV2,CIFAR-10,1,128,1,0.88,VGG,CIFAR-10,1,32,1,0.791,74.465,40.141,5736,97.7255
422,MobileNetV3,ImageNet,1,128,1,1.106,PPO,LunarLander,1,32,0,1,16.5,1.412,5264,97.8355
1383,MobileNetV3,ImageNet,1,128,1,1.11,TD3,BipedalWalker,1,32,0,1,27.258,6.33,5332,97.8495
311,VGG,CIFAR-10,1,32,1,0.811,DCGAN,LSUN,1,128,1,0.846,70.382,38.132,5474,98.1945
1157,VGG,CIFAR-10,1,64,1,0.788,LSTM,Wikitext2,1,128,1,0.921,76.83,61.528,8930,98.224
1260,MobileNetV3,ImageNet,1,32,1,1.096,LSTM,Wikitext2,1,128,1,1.021,64.648,56.315,5345,98.293
329,VGG,CIFAR-10,1,128,0,0.942,DCGAN,LSUN,1,64,1,0.889,77.355,46.921,6342,98.4615
536,MobileNetV3,ImageNet,1,64,1,0.988,DCGAN,LSUN,1,64,1,0.934,52.974,21.053,5048,98.4645
116,MobileNetV3,ImageNet,1,32,0,1.032,VGG,CIFAR-10,1,128,0,1.018,58.829,37.474,6706,98.6535
1236,MobileNetV3,ImageNet,1,32,0,0.841,MobileNetV3,ImageNet,1,64,1,0.977,80.125,37.938,5456,98.6565
1141,EfficientNet,CIFAR-10,1,128,1,0.788,LSTM,Wikitext2,1,128,1,0.939,81.981,57.596,8592,98.703
1119,EfficientNet,CIFAR-10,1,32,0,0.928,LSTM,Wikitext2,1,64,1,0.98,85.86,61.351,6080,98.7735
823,ResNet18,CIFAR-10,1,128,1,0.903,EfficientNet,CIFAR-10,1,32,0,0.935,78.351,43.365,6366,98.9205
1387,MobileNetV3,ImageNet,1,128,1,1.107,TD3,BipedalWalker,1,128,0,1,14.455,0.061,2059,99.0115
178,PointNet,ShapeNet,1,128,1,0.933,DCGAN,LSUN,1,128,0,0.915,85.361,35.213,10094,99.0455
268,EfficientNet,CIFAR-10,1,32,0,0.849,DCGAN,LSUN,1,64,0,0.967,84.176,33.581,4874,99.0455
154,PointNet,ShapeNet,1,32,1,0.942,DCGAN,LSUN,1,128,0,0.924,94.373,40.187,6434,99.1865
1385,MobileNetV3,ImageNet,1,128,1,1.093,TD3,BipedalWalker,1,64,0,1,12.721,0,2059,99.4125
877,MobileNetV2,CIFAR-10,1,32,0,0.939,MobileNetV2,CIFAR-10,1,128,1,0.88,79.028,41.514,6048,99.488
241,MobileNetV2,CIFAR-10,1,64,0,0.834,DCGAN,LSUN,1,32,1,0.911,74.513,43.066,5762,99.5135
85,MobileNetV3,ImageNet,1,64,0,0.982,EfficientNet,CIFAR-10,1,32,1,0.962,36.083,10.097,5464,99.597
805,ResNet18,CIFAR-10,1,32,0,0.942,EfficientNet,CIFAR-10,1,128,0,0.878,92.44,49.093,5498,99.6205
166,PointNet,ShapeNet,1,64,1,0.957,DCGAN,LSUN,1,128,0,0.919,91.901,38.577,7650,99.7195
906,MobileNetV2,CIFAR-10,1,64,0,0.916,EfficientNet,CIFAR-10,1,64,0,0.901,82.187,41.52,5798,99.773
1077,ResNet18,CIFAR-10,1,32,1,0.808,LSTM,Wikitext2,1,128,1,0.957,79.389,65.574,7672,99.8075
1129,EfficientNet,CIFAR-10,1,64,1,0.917,LSTM,Wikitext2,1,64,1,0.959,83.912,60.175,6062,99.8425
952,MobileNetV2,CIFAR-10,1,128,1,0.84,VGG,CIFAR-10,1,32,0,1.04,82,49.264,6910,99.8475
237,MobileNetV2,CIFAR-10,1,32,0,0.881,DCGAN,LSUN,1,128,1,0.841,77.547,38.84,5242,99.957
1033,VGG,CIFAR-10,1,64,0,0.84,VGG,CIFAR-10,1,128,0,0.983,92.52,59.293,7596,99.989
828,ResNet18,CIFAR-10,1,128,1,0.865,EfficientNet,CIFAR-10,1,64,1,0.933,77.324,39.541,6350,99.9895
126,MobileNetV3,ImageNet,1,64,1,0.994,VGG,CIFAR-10,1,64,0,0.877,56.919,30.716,6312,99.992
282,EfficientNet,CIFAR-10,1,64,1,0.909,DCGAN,LSUN,1,64,0,0.953,87.178,33.356,4856,100.1145
426,MobileNetV3,ImageNet,1,128,1,1.11,PPO,LunarLander,1,128,0,1,26.155,4.901,5264,100.1575
819,ResNet18,CIFAR-10,1,64,1,0.778,EfficientNet,CIFAR-10,1,128,0,0.887,76.405,39.905,6724,100.189
309,VGG,CIFAR-10,1,32,0,0.912,DCGAN,LSUN,1,128,1,0.815,74.605,41.789,6098,100.3165
943,MobileNetV2,CIFAR-10,1,64,0,0.874,VGG,CIFAR-10,1,64,1,0.869,82.838,52.527,6678,100.3365
288,EfficientNet,CIFAR-10,1,128,0,0.824,DCGAN,LSUN,1,32,0,0.945,84.32,36.32,5134,100.379
42,MobileNetV3,ImageNet,1,32,1,0.991,MobileNetV2,CIFAR-10,1,64,0,0.937,65.934,36.316,5414,100.4055
1122,EfficientNet,CIFAR-10,1,32,0,0.894,LSTM,Wikitext2,1,128,0,0.976,89.039,63.961,7946,100.773
911,MobileNetV2,CIFAR-10,1,64,0,0.908,EfficientNet,CIFAR-10,1,128,1,0.854,81.311,41.405,6294,100.8155
886,MobileNetV2,CIFAR-10,1,64,1,0.904,MobileNetV2,CIFAR-10,1,128,1,0.901,85,42.528,5594,100.871
611,ResNet18,CIFAR-10,1,128,0,0.987,PointNet,ShapeNet,1,128,1,0.92,88.845,63.017,10394,100.9255
603,ResNet18,CIFAR-10,1,128,0,0.925,PointNet,ShapeNet,1,32,1,0.925,96.473,61.554,6428,101.0665
961,MobileNetV2,CIFAR-10,1,128,1,0.849,VGG,CIFAR-10,1,128,1,1.045,84.268,47,7442,101.2235
197,ResNet18,CIFAR-10,1,32,0,0.998,DCGAN,LSUN,1,64,1,0.921,81.197,41.368,4718,101.2965
251,MobileNetV2,CIFAR-10,1,64,1,0.852,DCGAN,LSUN,1,128,1,0.841,77.781,39.384,5240,101.34
0,MobileNetV3,ImageNet,1,32,0,0.983,ResNet18,CIFAR-10,1,32,0,1.034,64.789,29.461,5106,101.4885
607,ResNet18,CIFAR-10,1,128,0,0.999,PointNet,ShapeNet,1,64,1,0.924,91.889,65.444,7626,101.5995
335,VGG,CIFAR-10,1,128,1,1.121,DCGAN,LSUN,1,128,1,0.86,87.868,51.211,6490,101.6925
1132,EfficientNet,CIFAR-10,1,64,1,0.78,LSTM,Wikitext2,1,128,0,0.973,86.925,63.509,7928,101.842
152,PointNet,ShapeNet,1,32,0,0.996,DCGAN,LSUN,1,128,0,0.888,95.416,43.065,7088,101.864
211,ResNet18,CIFAR-10,1,64,1,0.771,DCGAN,LSUN,1,64,1,0.976,80.487,44.947,5994,101.865
767,ResNet18,CIFAR-10,1,32,1,0.991,MobileNetV2,CIFAR-10,1,64,0,0.883,81.373,51.213,5362,101.92
1281,DCGAN,LSUN,1,32,0,0.896,DCGAN,LSUN,1,64,1,0.804,86.671,46.684,4946,102.055
5,MobileNetV3,ImageNet,1,32,0,0.978,ResNet18,CIFAR-10,1,64,1,0.819,57.253,31.427,6358,102.057
517,MobileNetV3,ImageNet,1,32,0,0.893,DCGAN,LSUN,1,32,0,0.887,55.632,24.263,5198,102.247
1149,VGG,CIFAR-10,1,32,1,0.683,LSTM,Wikitext2,1,128,1,0.965,74.373,62.49,9258,102.4155
1226,PointNet,ShapeNet,1,128,1,0.902,LSTM,Wikitext2,1,64,0,0.936,86.397,64.492,10882,102.7855
837,ResNet18,CIFAR-10,1,32,0,0.93,VGG,CIFAR-10,1,64,0,0.827,91.6,52.027,5992,102.824
1210,PointNet,ShapeNet,1,32,1,0.981,LSTM,Wikitext2,1,64,0,0.943,98.951,74.295,7240,102.9265
1097,MobileNetV2,CIFAR-10,1,32,1,0.853,LSTM,Wikitext2,1,64,1,0.971,85.482,64.018,6092,103.0085
788,ResNet18,CIFAR-10,1,128,1,0.874,MobileNetV2,CIFAR-10,1,32,1,0.885,82.6,46.733,6378,103.1555
1037,VGG,CIFAR-10,1,128,0,0.799,VGG,CIFAR-10,1,128,0,0.796,96.176,54.203,8002,103.231
130,MobileNetV3,ImageNet,1,64,1,0.967,VGG,CIFAR-10,1,128,0,0.94,57.447,32.842,6752,103.234
1245,MobileNetV3,ImageNet,1,64,1,0.94,MobileNetV3,ImageNet,1,64,1,0.946,87.938,37.062,5520,103.237
164,PointNet,ShapeNet,1,64,0,1.005,DCGAN,LSUN,1,128,0,0.874,92.426,40.868,9464,103.2735
234,MobileNetV2,CIFAR-10,1,32,1,0.831,DCGAN,LSUN,1,64,0,0.96,90.055,37.082,4886,103.2805
851,ResNet18,CIFAR-10,1,64,1,0.753,VGG,CIFAR-10,1,64,0,0.841,78.227,50.027,7644,103.3925
1218,PointNet,ShapeNet,1,64,1,0.981,LSTM,Wikitext2,1,64,0,0.942,95.855,71.839,8438,103.4595
312,VGG,CIFAR-10,1,64,0,0.824,DCGAN,LSUN,1,32,0,0.878,85.107,46.987,6064,103.5825
84,MobileNetV3,ImageNet,1,64,0,1.023,EfficientNet,CIFAR-10,1,32,0,1.001,40.863,12.616,5596,103.6095
602,ResNet18,CIFAR-10,1,128,0,0.785,PointNet,ShapeNet,1,32,0,1.004,97.737,54.211,8372,103.744
176,PointNet,ShapeNet,1,128,0,0.924,DCGAN,LSUN,1,128,0,0.886,89.018,40.526,15156,103.9465
810,ResNet18,CIFAR-10,1,64,0,0.9,EfficientNet,CIFAR-10,1,32,1,0.975,82.892,47.405,5772,103.9555
1099,MobileNetV2,CIFAR-10,1,32,0,0.864,LSTM,Wikitext2,1,128,1,0.956,88.057,65.906,7850,104.178
647,MobileNetV2,CIFAR-10,1,128,0,0.953,PointNet,ShapeNet,1,128,1,0.951,91.333,61.175,11372,104.2265
924,MobileNetV2,CIFAR-10,1,128,1,0.898,EfficientNet,CIFAR-10,1,128,0,0.845,83.554,41.703,6124,104.231
639,MobileNetV2,CIFAR-10,1,128,0,0.969,PointNet,ShapeNet,1,32,1,0.933,96.027,64.392,7444,104.3675
939,MobileNetV2,CIFAR-10,1,64,0,0.914,VGG,CIFAR-10,1,32,1,0.851,79.75,49.197,5794,104.528
1147,VGG,CIFAR-10,1,32,0,0.829,LSTM,Wikitext2,1,128,1,0.942,80.094,66.208,8728,104.5375
89,MobileNetV3,ImageNet,1,64,0,1.012,EfficientNet,CIFAR-10,1,64,1,1.003,42.083,11.375,5580,104.6785
297,EfficientNet,CIFAR-10,1,128,0,0.838,DCGAN,LSUN,1,128,1,0.791,82.014,36.324,5772,104.7
736,DCGAN,LSUN,1,128,0,0.99,PPO,LunarLander,1,64,0,1,82.014,31.8,5144,104.899
643,MobileNetV2,CIFAR-10,1,128,0,0.962,PointNet,ShapeNet,1,64,1,0.96,94.826,64.029,8632,104.9005
1100,MobileNetV2,CIFAR-10,1,32,1,0.662,LSTM,Wikitext2,1,128,0,0.968,84.722,65.241,7958,105.008
606,ResNet18,CIFAR-10,1,128,0,0.91,PointNet,ShapeNet,1,64,0,0.982,95.042,65.831,9440,105.1535
734,DCGAN,LSUN,1,128,0,0.993,PPO,LunarLander,1,32,0,1,77.581,29.514,5144,105.4705
511,DCGAN,LSUN,1,128,0,0.993,TD3,BipedalWalker,1,32,0,1,92.44,38.36,5152,105.4845
1109,MobileNetV2,CIFAR-10,1,64,1,0.773,LSTM,Wikitext2,1,128,1,0.933,83.741,62.648,7904,105.561
1208,PointNet,ShapeNet,1,32,0,0.999,LSTM,Wikitext2,1,64,0,0.916,99.129,74.919,7874,105.604
610,ResNet18,CIFAR-10,1,128,0,0.903,PointNet,ShapeNet,1,128,0,0.948,83.836,59.164,13568,105.8265
259,MobileNetV2,CIFAR-10,1,128,1,0.897,DCGAN,LSUN,1,64,1,0.953,85.361,44.792,5870,105.907
1165,VGG,CIFAR-10,1,128,1,0.81,LSTM,Wikitext2,1,128,1,0.935,81.132,67.208,7892,105.9135
841,ResNet18,CIFAR-10,1,32,0,1.006,VGG,CIFAR-10,1,128,0,0.975,88.027,60.373,6372,106.066
14,MobileNetV3,ImageNet,1,64,1,0.95,ResNet18,CIFAR-10,1,32,0,0.975,58.733,29.227,5084,106.069
45,MobileNetV3,ImageNet,1,32,0,1,MobileNetV2,CIFAR-10,1,128,1,0.946,63.986,31.775,5662,106.099
1205,MobileNetV3,ImageNet,1,128,0,0.938,PointNet,ShapeNet,1,128,1,0.927,8.439,7.053,7001,106.1625
872,MobileNetV2,CIFAR-10,1,32,0,0.92,MobileNetV2,CIFAR-10,1,64,0,0.885,86.421,49.895,5574,106.2905
1197,MobileNetV3,ImageNet,1,128,0,0.938,PointNet,ShapeNet,1,32,1,0.976,23.433,14.97,7942,106.3035
1294,DCGAN,LSUN,1,64,1,0.883,DCGAN,LSUN,1,128,1,0.826,79.92,41.813,5042,106.376
99,MobileNetV3,ImageNet,1,128,1,0.991,EfficientNet,CIFAR-10,1,32,1,0.991,38.5,8.986,5412,106.3895
526,MobileNetV3,ImageNet,1,32,0,1.055,DCGAN,LSUN,1,128,1,0.842,60.067,27.88,5400,106.568
855,ResNet18,CIFAR-10,1,64,1,0.729,VGG,CIFAR-10,1,128,0,0.949,77.811,51.986,7654,106.6345
19,MobileNetV3,ImageNet,1,64,1,0.957,ResNet18,CIFAR-10,1,64,1,0.765,56.44,27.413,5316,106.6375
515,DCGAN,LSUN,1,128,0,1.003,TD3,BipedalWalker,1,128,0,1,63.169,21.803,5152,106.6465
938,MobileNetV2,CIFAR-10,1,64,0,0.907,VGG,CIFAR-10,1,32,0,0.999,89.467,54.627,6418,106.65
441,ResNet18,CIFAR-10,1,128,0,1.048,PPO,LunarLander,1,64,0,1,87.789,59.276,5444,106.779
324,VGG,CIFAR-10,1,128,0,1.013,DCGAN,LSUN,1,32,0,0.96,92.558,53.558,6470,106.8245
531,MobileNetV3,ImageNet,1,64,1,0.936,DCGAN,LSUN,1,32,0,0.976,65.724,21.816,5212,106.8275
1201,MobileNetV3,ImageNet,1,128,0,0.946,PointNet,ShapeNet,1,64,1,0.993,15.738,11.279,8982,106.8365
1216,PointNet,ShapeNet,1,64,0,0.997,LSTM,Wikitext2,1,64,0,0.901,97.371,73.468,10252,107.0135
638,MobileNetV2,CIFAR-10,1,128,0,0.875,PointNet,ShapeNet,1,32,0,0.938,96.553,63.724,8540,107.045
513,DCGAN,LSUN,1,128,0,0.986,TD3,BipedalWalker,1,64,0,1,60.243,21.486,5152,107.0475
378,DCGAN,LSUN,1,32,1,0.804,LSTM,Wikitext2,1,64,1,0.906,81.895,62.421,7094,107.2695
439,ResNet18,CIFAR-10,1,128,0,1,PPO,LunarLander,1,32,0,1,90.938,59.754,5120,107.3505
1310,ResNet18,CIFAR-10,1,128,0,1.019,TD3,BipedalWalker,1,32,0,1,85.352,56.705,7238,107.3645
219,ResNet18,CIFAR-10,1,128,1,0.88,DCGAN,LSUN,1,32,1,0.935,82.618,48.355,7416,107.4165
956,MobileNetV2,CIFAR-10,1,128,1,0.858,VGG,CIFAR-10,1,64,0,0.904,89.164,56.11,6606,107.4345
1127,EfficientNet,CIFAR-10,1,64,0,0.921,LSTM,Wikitext2,1,64,1,0.935,89.268,62.482,6538,107.529
1282,DCGAN,LSUN,1,32,1,0.864,DCGAN,LSUN,1,64,0,0.97,89.697,40.276,5100,107.5415
881,MobileNetV2,CIFAR-10,1,64,0,0.917,MobileNetV2,CIFAR-10,1,64,1,0.911,88.361,50.069,5560,107.6735
827,ResNet18,CIFAR-10,1,128,1,0.863,EfficientNet,CIFAR-10,1,64,0,0.812,82.757,48.365,6824,107.676
1224,PointNet,ShapeNet,1,128,0,0.978,LSTM,Wikitext2,1,64,0,0.886,90.254,67.085,14380,107.6865
738,DCGAN,LSUN,1,128,0,0.982,PPO,LunarLander,1,128,0,1,87.446,34,5144,107.7925
280,EfficientNet,CIFAR-10,1,64,0,0.813,DCGAN,LSUN,1,64,0,0.916,86.733,35.72,5332,107.801
49,MobileNetV3,ImageNet,1,64,0,0.976,MobileNetV2,CIFAR-10,1,32,1,0.878,43.528,14.861,5608,107.8445
321,VGG,CIFAR-10,1,64,0,0.879,DCGAN,LSUN,1,128,1,0.751,84.627,50.213,6290,107.9035
809,ResNet18,CIFAR-10,1,64,0,0.925,EfficientNet,CIFAR-10,1,32,0,0.902,92.453,52.84,5318,107.968
947,MobileNetV2,CIFAR-10,1,64,0,0.901,VGG,CIFAR-10,1,128,1,0.996,91.787,58.013,6814,108.026
1153,VGG,CIFAR-10,1,64,1,0.877,LSTM,Wikitext2,1,64,1,0.93,86.185,68.5,7360,108.0925
1256,MobileNetV3,ImageNet,1,32,1,1.076,LSTM,Wikitext2,1,64,1,0.994,72.298,58.667,3775,108.1615
864,ResNet18,CIFAR-10,1,128,1,0.768,VGG,CIFAR-10,1,64,1,0.86,85.311,52.743,7646,108.2395
11,MobileNetV3,ImageNet,1,32,1,0.979,ResNet18,CIFAR-10,1,128,1,0.864,71.662,43.595,5454,108.3085
318,VGG,CIFAR-10,1,64,1,0.846,DCGAN,LSUN,1,64,0,0.916,90.392,48.486,6154,108.3645
523,MobileNetV3,ImageNet,1,32,1,0.935,DCGAN,LSUN,1,64,0,0.934,74.921,31,4778,108.4335
642,MobileNetV2,CIFAR-10,1,128,0,0.9,PointNet,ShapeNet,1,64,0,0.919,95.625,62.722,10456,108.4545
1314,ResNet18,CIFAR-10,1,128,0,1.012,TD3,BipedalWalker,1,128,0,1,73.925,47.321,5216,108.5265
1137,EfficientNet,CIFAR-10,1,128,1,0.804,LSTM,Wikitext2,1,64,1,0.968,88.5,63.621,6474,108.5715
184,PPO,LunarLander,1,64,0,1,LSTM,Wikitext2,1,64,0,0.996,89.203,63.957,5932,108.639
832,ResNet18,CIFAR-10,1,128,1,0.867,EfficientNet,CIFAR-10,1,128,1,0.887,86.467,47.373,5850,108.7185
294,EfficientNet,CIFAR-10,1,128,1,0.808,DCGAN,LSUN,1,64,0,0.938,93.014,36.438,5496,108.8435
740,ResNet18,CIFAR-10,1,32,0,0.949,ResNet18,CIFAR-10,1,32,0,0.972,88.027,50.227,4790,108.901
1139,EfficientNet,CIFAR-10,1,128,0,0.814,LSTM,Wikitext2,1,128,1,0.924,89.962,64.491,8042,108.921
1312,ResNet18,CIFAR-10,1,128,0,1.015,TD3,BipedalWalker,1,64,0,1,64.423,39.803,4904,108.9275
1196,MobileNetV3,ImageNet,1,128,0,0.9,PointNet,ShapeNet,1,32,0,0.998,27.303,18.879,8418,108.981
814,ResNet18,CIFAR-10,1,64,0,0.934,EfficientNet,CIFAR-10,1,64,1,0.917,91.547,54.307,4972,109.037
646,MobileNetV2,CIFAR-10,1,128,0,0.883,PointNet,ShapeNet,1,128,0,0.852,87.767,57.75,14584,109.1275
180,PPO,LunarLander,1,32,0,1,LSTM,Wikitext2,1,64,0,1.019,99.115,73.393,5932,109.2105
1058,TD3,BipedalWalker,1,32,0,1,LSTM,Wikitext2,1,64,0,1.018,97.298,71.681,5940,109.2245
381,DCGAN,LSUN,1,32,1,0.722,LSTM,Wikitext2,1,128,0,0.954,83.519,66.135,8368,109.269
744,ResNet18,CIFAR-10,1,32,0,0.972,ResNet18,CIFAR-10,1,64,1,0.776,88.865,48.243,6012,109.4695
1130,EfficientNet,CIFAR-10,1,64,0,0.782,LSTM,Wikitext2,1,128,0,0.957,91.804,65.608,8404,109.5285
192,ResNet18,CIFAR-10,1,32,0,0.96,DCGAN,LSUN,1,32,0,0.88,90.066,46.171,4846,109.6595
443,ResNet18,CIFAR-10,1,128,0,1.007,PPO,LunarLander,1,128,0,1,91.803,60.479,5120,109.6725
1073,ResNet18,CIFAR-10,1,32,1,0.869,LSTM,Wikitext2,1,64,1,0.91,85.614,66.667,6102,109.676
750,ResNet18,CIFAR-10,1,32,1,0.883,ResNet18,CIFAR-10,1,128,1,0.825,87.267,52.72,6388,109.823
198,ResNet18,CIFAR-10,1,32,1,0.876,DCGAN,LSUN,1,64,0,0.995,94.684,46.421,4896,109.948
753,ResNet18,CIFAR-10,1,64,1,0.738,ResNet18,CIFAR-10,1,64,1,0.78,84.32,48.573,6256,110.038
459,MobileNetV2,CIFAR-10,1,128,0,1.008,PPO,LunarLander,1,64,0,1,90.324,57.108,6126,110.08
1156,VGG,CIFAR-10,1,64,1,0.704,LSTM,Wikitext2,1,128,0,0.953,83.88,68.36,8460,110.092
1259,MobileNetV3,ImageNet,1,32,1,1.099,LSTM,Wikitext2,1,128,0,0.985,75.442,61.385,5641,110.161
206,ResNet18,CIFAR-10,1,64,1,0.755,DCGAN,LSUN,1,32,0,0.915,89.224,49.789,5068,110.228
1066,TD3,BipedalWalker,1,128,0,1,LSTM,Wikitext2,1,64,0,0.998,74.235,50.75,5940,110.3865
1200,MobileNetV3,ImageNet,1,128,0,0.898,PointNet,ShapeNet,1,64,0,1.013,15.984,11.113,10778,110.3905
98,MobileNetV3,ImageNet,1,128,1,1.001,EfficientNet,CIFAR-10,1,32,0,0.954,39.806,10.069,5546,110.402
1277,DCGAN,LSUN,1,32,0,0.877,DCGAN,LSUN,1,32,0,0.874,94.842,44.184,4938,110.418
1140,EfficientNet,CIFAR-10,1,128,1,0.697,LSTM,Wikitext2,1,128,0,0.974,89.393,65.054,8888,110.571
390,DCGAN,LSUN,1,64,1,0.822,LSTM,Wikitext2,1,128,1,0.928,86.5,63.654,8464,110.597
457,MobileNetV2,CIFAR-10,1,128,0,0.987,PPO,LunarLander,1,32,0,1,91.815,57.185,6126,110.6515
1328,MobileNetV2,CIFAR-10,1,128,0,0.973,TD3,BipedalWalker,1,32,0,1,91.573,57.378,6144,110.6655
960,MobileNetV2,CIFAR-10,1,128,1,0.841,VGG,CIFAR-10,1,128,0,1.051,90.648,59.676,7030,110.6765
59,MobileNetV3,ImageNet,1,64,1,0.996,MobileNetV2,CIFAR-10,1,128,1,0.957,68.243,31.622,5762,110.6795
1062,TD3,BipedalWalker,1,64,0,1,LSTM,Wikitext2,1,64,0,0.999,82.7,57.6,5940,110.7875
1258,MobileNetV3,ImageNet,1,32,0,1.21,LSTM,Wikitext2,1,128,1,0.988,64.204,54.407,5345,110.789
910,MobileNetV2,CIFAR-10,1,64,0,0.9,EfficientNet,CIFAR-10,1,128,0,0.877,92.608,49.77,5624,111.0335
1204,MobileNetV3,ImageNet,1,128,0,0.911,PointNet,ShapeNet,1,128,0,0.951,10.582,9.018,10499,111.0635
333,VGG,CIFAR-10,1,128,0,0.953,DCGAN,LSUN,1,128,1,0.794,83.96,51.573,6696,111.1455
